category,stat_key,page_number,story_id,rank,team,goals,assists,attempts_at_goal,attempts_on_target,off_target_attempts,attempts_at_goal_conv_rate_pct,attempts_inside_the_penalty_area,attempts_outside_the_penalty_area,headed_attempts_at_goal,xg,xg_efficiency,corners,possession_control_pct,passes,passing_accuracy_pct,crosses,crossing_accuracy_pct,defensive_linebreaks_attempted,defensive_linebreaks_acc_pct,switches_of_play_attempted,switches_of_play_acc_pct,own_goals,goals_conceded,forced_turnovers,ball_recovery_time_s,defensive_pressures_applied,defensive_pressures_directly_applied,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides,clean_sheets,goalkeeper_saves,goalkeeper_actions_inside_the_penalty_area,goalkeeper_actions_outside_the_penalty_area,offers_to_receive,offers_in_behind,offers_in_between,offers_in_front,offers_inside_team_shape,offers_outside_team_shape,receptions_in_behind,receptions_between_midfield_and_defensive_line,receptions_under_pressure,average_speed_km_h,high_speed_running,sprints,total_distance_m
Movement,gct_movement,1,browser:gct_movement,31,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.0,285.0,427.0,353.0,611.0,454.0,35.0,338.0,620.0,,,,
Movement,gct_movement,1,browser:gct_movement,32,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.0,263.0,471.0,328.0,559.0,503.0,14.0,267.0,563.0,,,,
Movement,gct_movement,1,browser:gct_movement,33,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.0,231.0,400.0,409.0,558.0,482.0,15.0,230.0,430.0,,,,
Movement,gct_movement,1,browser:gct_movement,34,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.0,245.0,465.0,329.0,546.0,493.0,39.0,360.0,839.0,,,,
Movement,gct_movement,1,browser:gct_movement,35,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,287.0,448.0,265.0,547.0,453.0,18.0,196.0,405.0,,,,
Movement,gct_movement,1,browser:gct_movement,36,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.0,286.0,356.0,344.0,497.0,489.0,22.0,257.0,676.0,,,,
Movement,gct_movement,1,browser:gct_movement,37,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.0,300.0,391.0,264.0,548.0,407.0,22.0,172.0,430.0,,,,
Movement,gct_movement,1,browser:gct_movement,38,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.0,239.0,366.0,284.0,418.0,471.0,28.0,248.0,532.0,,,,
Movement,gct_movement,1,browser:gct_movement,39,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.0,252.0,350.0,232.0,429.0,405.0,13.0,212.0,407.0,,,,
Movement,gct_movement,1,browser:gct_movement,40,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.0,197.0,382.0,222.0,456.0,345.0,16.0,246.0,458.0,,,,
Movement,gct_movement,1,browser:gct_movement,41,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,277.0,242.0,253.0,397.0,375.0,26.0,235.0,494.0,,,,
Movement,gct_movement,1,browser:gct_movement,42,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.0,227.0,264.0,270.0,356.0,405.0,28.0,229.0,446.0,,,,
Movement,gct_movement,1,browser:gct_movement,43,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.0,210.0,323.0,208.0,351.0,390.0,27.0,186.0,465.0,,,,
Movement,gct_movement,1,browser:gct_movement,44,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.0,232.0,305.0,203.0,371.0,369.0,19.0,245.0,439.0,,,,
Movement,gct_movement,1,browser:gct_movement,45,Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0,187.0,296.0,251.0,371.0,363.0,20.0,258.0,646.0,,,,
Movement,gct_movement,1,browser:gct_movement,46,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.0,207.0,276.0,224.0,386.0,321.0,24.0,244.0,523.0,,,,
Movement,gct_movement,1,browser:gct_movement,47,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.0,169.0,285.0,189.0,347.0,296.0,22.0,146.0,361.0,,,,
Movement,gct_movement,1,browser:gct_movement,48,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.0,189.0,289.0,143.0,346.0,275.0,17.0,228.0,524.0,,,,
Physical,gct_physical,1,browser:gct_physical,1,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,4330.0,1381.0,348826.43
Physical,gct_physical,1,browser:gct_physical,2,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,5991.0,1990.0,508926.8
Physical,gct_physical,1,browser:gct_physical,3,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,7278.0,2559.0,623372.97
Physical,gct_physical,1,browser:gct_physical,4,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23,7252.0,2446.0,594895.11
Physical,gct_physical,1,browser:gct_physical,5,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,4280.0,1492.0,349040.82
Physical,gct_physical,1,browser:gct_physical,6,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,3766.0,1251.0,348567.52
Physical,gct_physical,1,browser:gct_physical,7,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18,6507.0,2277.0,584989.39
Physical,gct_physical,1,browser:gct_physical,8,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13,5728.0,1900.0,494019.02
Physical,gct_physical,1,browser:gct_physical,9,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13,4296.0,1363.0,347325.19
Physical,gct_physical,1,browser:gct_physical,10,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,6943.0,2560.0,570460.28
Physical,gct_physical,1,browser:gct_physical,11,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,3548.0,1289.0,350818.34
Physical,gct_physical,1,browser:gct_physical,12,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,3503.0,1213.0,333260.77
Physical,gct_physical,1,browser:gct_physical,13,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,3553.0,1298.0,334954.79
Physical,gct_physical,1,browser:gct_physical,14,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,3746.0,1209.0,328508.46
Physical,gct_physical,1,browser:gct_physical,15,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,4061.0,1347.0,344366.12
Physical,gct_physical,1,browser:gct_physical,16,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,6305.0,2215.0,569945.44
Physical,gct_physical,1,browser:gct_physical,17,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,3745.0,1372.0,336713.09
Physical,gct_physical,1,browser:gct_physical,18,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,4863.0,1756.0,453585.0
Physical,gct_physical,1,browser:gct_physical,19,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,5439.0,1789.0,592477.34
Physical,gct_physical,1,browser:gct_physical,20,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,6176.0,2269.0,562706.02
Physical,gct_physical,1,browser:gct_physical,21,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,6907.0,2437.0,605207.25
Physical,gct_physical,1,browser:gct_physical,22,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,4678.0,1669.0,446744.57
Physical,gct_physical,1,browser:gct_physical,23,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,4110.0,1450.0,338484.3
Physical,gct_physical,1,browser:gct_physical,24,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,6354.0,2190.0,563844.44
Physical,gct_physical,1,browser:gct_physical,25,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4980.0,1703.0,443965.4
Physical,gct_physical,1,browser:gct_physical,26,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,5100.0,1776.0,451914.58
Physical,gct_physical,1,browser:gct_physical,27,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,4426.0,1586.0,439790.02
Physical,gct_physical,1,browser:gct_physical,28,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,5022.0,1827.0,452321.82
Physical,gct_physical,1,browser:gct_physical,29,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,5661.0,2014.0,549520.66
Physical,gct_physical,1,browser:gct_physical,30,DR Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96,4983.0,1780.0,447455.88
Physical,gct_physical,1,browser:gct_physical,31,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96,3975.0,1376.0,334085.63
Physical,gct_physical,1,browser:gct_physical,32,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,3793.0,1354.0,337440.01
Physical,gct_physical,1,browser:gct_physical,33,Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,6191.0,2141.0,592560.41
Physical,gct_physical,1,browser:gct_physical,34,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5039.0,1884.0,429068.84
Physical,gct_physical,1,browser:gct_physical,35,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,6080.0,2110.0,561314.06
Physical,gct_physical,1,browser:gct_physical,36,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,6358.0,2488.0,589703.76
Physical,gct_physical,1,browser:gct_physical,37,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,3668.0,1448.0,337450.99
Physical,gct_physical,1,browser:gct_physical,38,Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,4778.0,1681.0,476431.33
Physical,gct_physical,1,browser:gct_physical,39,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,5363.0,2010.0,492777.45
Physical,gct_physical,1,browser:gct_physical,40,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,5836.0,2134.0,553476.36
Physical,gct_physical,1,browser:gct_physical,41,Ivory Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81,4657.0,1692.0,434938.12
Physical,gct_physical,1,browser:gct_physical,42,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77,4601.0,1590.0,455769.39
Physical,gct_physical,1,browser:gct_physical,43,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,4489.0,1672.0,436806.59
Physical,gct_physical,1,browser:gct_physical,44,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,3093.0,1230.0,315767.46
Physical,gct_physical,1,browser:gct_physical,45,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,4598.0,1793.0,426982.84
Physical,gct_physical,1,browser:gct_physical,46,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,4442.0,1562.0,563135.62
Physical,gct_physical,1,browser:gct_physical,47,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,5766.0,2005.0,569704.61
Physical,gct_physical,1,browser:gct_physical,48,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,3584.0,1080.0,310036.75
